taxon_id	scientific_name	_COMMON_NAME_	_ABBREV_	_GENOME_ACCESSION_	_GENOME_FTP_URL_	_ASSEMBLY_PROVIDER_NAME_	_ANNOTATION_GFF3_	_ANNOTATION_PEP_	_REFSEQ_ANN_REPORT_URL_
6206	Taenia saginata	Beef tapeworm	tsagin	GCA_001693075.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/075/GCA_001693075.2_ASM169307v2	Beijing Institute of Genomics, Chinese Academy of Science	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/taenia_saginata/PRJNA71493/taenia_saginata.PRJNA71493.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/taenia_saginata/PRJNA71493/taenia_saginata.PRJNA71493.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/taenia_saginata/PRJNA71493
3043721	Epsilonema sp. ZAB3_2		esp	GCA_030247985.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/247/985/GCA_030247985.1_ASM3024798v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/epsilonema_zab32/PRJNA953805/epsilonema_zab32.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/epsilonema_zab32/PRJNA953805/epsilonema_zab32.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/epsilonema_zab32/PRJNA953805
3043722	Microlaimidae sp. YZB2_3		msp	GCA_030248175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/175/GCA_030248175.1_ASM3024817v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/microlaimidae_yzb23/PRJNA953805/microlaimidae_yzb23.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/microlaimidae_yzb23/PRJNA953805/microlaimidae_yzb23.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/microlaimidae_yzb23/PRJNA953805
241478	Soboliphyme baturini		sbatur	GCA_900618415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/415/GCA_900618415.1_S_baturini_Dall_Island_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/soboliphyme_baturini/PRJEB516/soboliphyme_baturini.PRJEB516.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/soboliphyme_baturini/PRJEB516/soboliphyme_baturini.PRJEB516.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/soboliphyme_baturini/PRJEB516
60516	Dibothriocephalus latus		dlatus	GCA_900617775.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/775/GCA_900617775.1_D_latum_Geneva_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dibothriocephalus_latus/PRJEB1206/dibothriocephalus_latus.PRJEB1206.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dibothriocephalus_latus/PRJEB1206/dibothriocephalus_latus.PRJEB1206.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dibothriocephalus_latus/PRJEB1206
70667	Schistocephalus solidus		ssolid	GCA_900618435.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/435/GCA_900618435.1_S_solidus_NST_G2_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/schistocephalus_solidus/PRJEB527/schistocephalus_solidus.PRJEB527.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/schistocephalus_solidus/PRJEB527/schistocephalus_solidus.PRJEB527.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/schistocephalus_solidus/PRJEB527
99802	Spirometra erinaceieuropaei		serina	GCA_000951995.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/995/GCA_000951995.1_S_erinaceieuropaei	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/spirometra_erinaceieuropaei/PRJEB1202/spirometra_erinaceieuropaei.PRJEB1202.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/spirometra_erinaceieuropaei/PRJEB1202/spirometra_erinaceieuropaei.PRJEB1202.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/spirometra_erinaceieuropaei/PRJEB1202
3043728	Mesodorylaimus sp. YZB2_4		msp1	GCA_030248295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/295/GCA_030248295.1_ASM3024829v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesodorylaimus_yzb24/PRJNA953805/mesodorylaimus_yzb24.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesodorylaimus_yzb24/PRJNA953805/mesodorylaimus_yzb24.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesodorylaimus_yzb24/PRJNA953805
2505740	Enoplolaimus lenunculus		elenun	GCA_030248215.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/215/GCA_030248215.1_ASM3024821v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enoplolaimus_lenunculus/PRJNA953805/enoplolaimus_lenunculus.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enoplolaimus_lenunculus/PRJNA953805/enoplolaimus_lenunculus.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enoplolaimus_lenunculus/PRJNA953805
3040840	Trileptium ribeirensis		tribei	GCA_030248225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/225/GCA_030248225.1_ASM3024822v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trileptium_ribeirensis/PRJNA953805/trileptium_ribeirensis.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trileptium_ribeirensis/PRJNA953805/trileptium_ribeirensis.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trileptium_ribeirensis/PRJNA953805
3040841	Trissonchulus latispiculum		tlatis	GCA_030248195.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/195/GCA_030248195.1_ASM3024819v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_latispiculum/PRJNA953805/trissonchulus_latispiculum.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_latispiculum/PRJNA953805/trissonchulus_latispiculum.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_latispiculum/PRJNA953805
3043727	Trissonchulus sp. WLG1_4		tsp	GCA_030248245.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/245/GCA_030248245.1_ASM3024824v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_wlg14/PRJNA953805/trissonchulus_wlg14.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_wlg14/PRJNA953805/trissonchulus_wlg14.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/trissonchulus_wlg14/PRJNA953805
82660	Gyrodactylus bullatarudis		gbulla	GCA_012064415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/064/415/GCA_012064415.1_ASM1206441v1	Adam Mickiewicz University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_bullatarudis/PRJNA532341/gyrodactylus_bullatarudis.PRJNA532341.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_bullatarudis/PRJNA532341/gyrodactylus_bullatarudis.PRJNA532341.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_bullatarudis/PRJNA532341
37629	Gyrodactylus salaris	Gyrodactylosis fluke	gsalar	GCA_000715275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/275/GCA_000715275.1_Gsalaris_v1	Natural History Museum, University of Oslo	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_salaris/PRJNA244375/gyrodactylus_salaris.PRJNA244375.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_salaris/PRJNA244375/gyrodactylus_salaris.PRJNA244375.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gyrodactylus_salaris/PRJNA244375
282301	Macrostomum lignano		mligna	GCA_001188465.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/465/GCA_001188465.1_ML2	Cold Spring Harbor Laboratory	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA284736/macrostomum_lignano.PRJNA284736.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA284736/macrostomum_lignano.PRJNA284736.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA284736
282301	Macrostomum lignano		mligna1	GCA_002269645.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/645/GCA_002269645.1_Mlig_3_7	University Medical Center Groningen	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA371498/macrostomum_lignano.PRJNA371498.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA371498/macrostomum_lignano.PRJNA371498.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/macrostomum_lignano/PRJNA371498
13658	Romanomermis culicivorax		rculic	GCA_001039655.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/039/655/GCA_001039655.1_nRc.2.0	UZK	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/romanomermis_culicivorax/PRJEB1358/romanomermis_culicivorax.PRJEB1358.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/romanomermis_culicivorax/PRJEB1358/romanomermis_culicivorax.PRJEB1358.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/romanomermis_culicivorax/PRJEB1358
3043724	Linhomoeus sp. GSCO2_2		lsp	GCA_030248115.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/115/GCA_030248115.1_ASM3024811v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/linhomoeus_gsco22/PRJNA953805/linhomoeus_gsco22.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/linhomoeus_gsco22/PRJNA953805/linhomoeus_gsco22.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/linhomoeus_gsco22/PRJNA953805
3043723	Paralinhomoeus sp. GSCO2_6		psp1	GCA_030248085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/085/GCA_030248085.1_ASM3024808v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paralinhomoeus_gsco26/PRJNA953805/paralinhomoeus_gsco26.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paralinhomoeus_gsco26/PRJNA953805/paralinhomoeus_gsco26.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/paralinhomoeus_gsco26/PRJNA953805
3043720	Rhynchonema sp. JSB1_4		rsp	GCA_030248065.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/065/GCA_030248065.1_ASM3024806v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhynchonema_jsb14/PRJNA953805/rhynchonema_jsb14.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhynchonema_jsb14/PRJNA953805/rhynchonema_jsb14.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhynchonema_jsb14/PRJNA953805
3043726	Theristus sp. LFF4_11		tsp1	GCA_030248135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/248/135/GCA_030248135.1_ASM3024813v1	Academia Sinica	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/theristus_lff411/PRJNA953805/theristus_lff411.PRJNA953805.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/theristus_lff411/PRJNA953805/theristus_lff411.PRJNA953805.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/theristus_lff411/PRJNA953805
79923	Clonorchis sinensis		csinen	GCA_000236345.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/345/GCA_000236345.1_C_sinensis-2.0	Department of Parasitology, Zhongshan School of Medicine, Sun Yat-sen University	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/clonorchis_sinensis/PRJDA72781/clonorchis_sinensis.PRJDA72781.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/clonorchis_sinensis/PRJDA72781/clonorchis_sinensis.PRJDA72781.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/clonorchis_sinensis/PRJDA72781
147828	Opisthorchis felineus		ofelin	GCA_004794785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/785/GCA_004794785.1_ICG_Ofel_1.0	Institute of Cytology and Genetics SB RAS	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_felineus/PRJNA413383/opisthorchis_felineus.PRJNA413383.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_felineus/PRJNA413383/opisthorchis_felineus.PRJNA413383.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_felineus/PRJNA413383
6198	Opisthorchis viverrini		oviver	GCA_000715545.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/545/GCA_000715545.1_OpiViv1.0	The University of Melbourne	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_viverrini/PRJNA222628/opisthorchis_viverrini.PRJNA222628.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_viverrini/PRJNA222628/opisthorchis_viverrini.PRJNA222628.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/opisthorchis_viverrini/PRJNA222628
2682772	Atriophallophorus winterbourni		awinte	GCA_013407085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/085/GCA_013407085.1_ASM1340708v1	Swiss Federal Institute of Technology in Zurich	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/atriophallophorus_winterbourni/PRJNA636673/atriophallophorus_winterbourni.PRJNA636673.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/atriophallophorus_winterbourni/PRJNA636673/atriophallophorus_winterbourni.PRJNA636673.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/atriophallophorus_winterbourni/PRJNA636673
27848	Echinostoma caproni		ecapro	GCA_900618425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/425/GCA_900618425.1_E_caproni_Egypt_0011_upd	WTSI	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/echinostoma_caproni/PRJEB1207/echinostoma_caproni.PRJEB1207.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/echinostoma_caproni/PRJEB1207/echinostoma_caproni.PRJEB1207.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/echinostoma_caproni/PRJEB1207
46835	Fasciola gigantica		fgigan	GCA_006461475.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/461/475/GCA_006461475.1_F_gigantica_1.0.allpaths	The Genome Institute	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_gigantica/PRJNA230515/fasciola_gigantica.PRJNA230515.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_gigantica/PRJNA230515/fasciola_gigantica.PRJNA230515.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/fasciola_gigantica/PRJNA230515
